10824,9798;10845,10600;10865,10595;11218,10724;source_nodes
;anastomosed;;;
44;13;23;15;9798
45;14;24;16;9887
42;12;25;17;10501
43;11;26;18;10503
40;10;27;19;10504
41;9;28;20;10593
38;22;29;;10597
39;21;30;;10595
37;8;31;;10502
;7;32;;10600
;6;33;;
;5;34;;
;3;35;;
;4;36;;
;2;;;
;1;;;
