15,1,29,25408,29289,-2.9055
15,1,29,25408,29289,3.88
15,1,29,25408,29289,-3.2589
15,1,29,25408,29289,1.6827
15,1,29,25408,29289,-1.8789
15,1,29,25408,29289,3.5536
15,1,29,25408,29289,4.7769
15,1,29,25408,29289,-2.5243
15,1,29,25408,29289,-2.9847
15,1,29,25408,29289,-2.8276
15,1,29,25408,29289,-2.4948
15,1,29,25408,29289,2.4638
15,1,29,25408,29289,-2.3325
15,1,29,25408,29289,1.2731
15,1,29,25408,29289,-4.1506
15,1,29,25408,29289,2.1342
15,1,29,25408,29289,-3.7614
15,1,29,25408,29289,7.0383
15,1,29,25408,29289,-2.0508
15,1,29,25408,29289,2.2987
15,1,29,25408,29289,-2.2328
15,1,29,25408,29289,-9.7091
15,1,29,25408,29289,-2.6267
15,1,29,25408,29289,-9.1547
15,1,29,25408,29289,-2.3447
15,1,29,25408,29289,-3.6404
15,1,29,25408,29289,0.87941
15,1,29,25408,29289,-5.0313
15,1,29,25408,29289,3.2293
15,1,29,25408,29289,-2.1333
15,1,29,25408,29289,-7.0291
15,1,29,25408,29289,-3.2457
15,1,29,25408,29289,-3.267
15,1,29,25408,29289,-1.7895
15,1,29,25408,29289,-8.9995
15,1,29,25408,29289,-2.2742
15,1,29,25408,29289,-5.6063
15,1,29,25408,29289,-5.7895
15,1,29,25408,29289,-2.2127
15,1,29,25408,29289,-6.998
15,1,29,25408,29289,-2.3153
15,1,29,25408,29289,-2.0707
15,1,29,25408,29289,-2.8826
15,1,29,25408,29289,-2.4481
15,1,29,25408,29289,-3.2375
15,1,29,25408,29289,-3.7597
15,1,29,25408,29289,-2.6349
15,1,29,25408,29289,0.50554
15,1,29,25408,29289,-4.025
15,1,29,25408,29289,-3.0187
15,1,29,25408,29289,-5.5395
15,1,29,25408,29289,-3.0791
15,1,29,25408,29289,-6.7399
15,1,29,25408,29289,2.2445
15,1,29,25408,29289,-4.0008
15,1,29,25408,29289,-5.3932
15,1,29,25408,29289,-3.2765
15,1,29,25408,29289,3.09
15,1,29,25408,29289,-3.1618
15,1,29,25408,29289,1.8815
15,1,29,25408,29289,4.0969
15,1,29,25408,29289,-4.0683
15,1,29,25408,29289,6.3121
15,1,29,25408,29289,2.7415
15,1,29,25408,29289,-2.2937
15,1,29,25408,29289,-7.1069
15,1,29,25408,29289,-2.5807
15,1,29,25408,29289,2.8795
15,1,29,25408,29289,-6.2806
15,1,29,25408,29289,-3.6199
15,1,29,25408,29289,3.9363
15,1,29,25408,29289,-2.2088
15,1,29,25408,29289,-6.7071
15,1,29,25408,29289,5.5056
15,1,29,25408,29289,0.082562
15,1,29,25408,29289,-2.3908
15,1,29,25408,29289,4.2815
15,1,29,25408,29289,-2.7914
15,1,29,25408,29289,-3.5122
15,1,29,25408,29289,-7.6947
15,1,29,25408,29289,-4.3616
15,1,29,25408,29289,-2.4186
15,1,29,25408,29289,-3.304
15,1,29,25408,29289,-5.5784
15,1,29,25408,29289,-3.9492
15,1,29,25408,29289,5.175
15,1,29,25408,29289,-2.1108
15,1,29,25408,29289,-6.8984
15,1,29,25408,29289,3.9004
15,1,29,25408,29289,-3.0378
15,1,29,25408,29289,5.1018
15,1,29,25408,29289,4.5957
15,1,29,25408,29289,4.3952
15,1,29,25408,29289,-2.8078
15,1,29,25408,29289,2.4613
15,1,29,25408,29289,3.8433
15,1,29,25408,29289,2.1828
15,1,29,25408,29289,-5.5471
15,1,29,25408,29289,-2.3341
15,1,29,25408,29289,2.5264
15,1,29,25408,29289,-2.1621
15,1,29,25408,29289,-3.6684
15,1,29,25408,29289,3.4168
15,1,29,25408,29289,-4.1757
15,1,29,25408,29289,-2.024
15,1,29,25408,29289,-4.1612
15,1,29,25408,29289,5.1455
15,1,29,25408,29289,4.6205
15,1,29,25408,29289,2.2222
15,1,29,25408,29289,-3.4083
15,1,29,25408,29289,5.0862
15,1,29,25408,29289,4.2159
15,1,29,25408,29289,-7.078
15,1,29,25408,29289,-3.4515
15,1,29,25408,29289,-2.9779
15,1,29,25408,29289,-5.6063
15,1,29,25408,29289,-6.0375
15,1,29,25408,29289,-2.4728
15,1,29,25408,29289,-2.254
15,1,29,25408,29289,-3.3425
15,1,29,25408,29289,5.3802
15,1,29,25408,29289,4.329
15,1,29,25408,29289,5.8053
15,1,29,25408,29289,-3.2457
15,1,29,25408,29289,6.1461
15,1,29,25408,29289,-2.3779
15,1,29,25408,29289,-2.8815
15,1,29,25408,29289,2.6382
15,1,29,25408,29289,4.5005
15,1,29,25408,29289,1.8385
15,1,29,25408,29289,-3.4655
15,1,29,25408,29289,-2.604
15,1,29,25408,29289,4.4076
15,1,29,25408,29289,-3.3664
15,1,29,25408,29289,6.4688
15,1,29,25408,29289,-3.1665
15,1,29,25408,29289,-9.4875
15,1,29,25408,29289,6.1842
15,1,29,25408,29289,3.756
15,1,29,25408,29289,-3.1639
15,1,29,25408,29289,2.4168
15,1,29,25408,29289,-8.8772
15,1,29,25408,29289,-2.0766
15,1,29,25408,29289,3.8852
15,1,29,25408,29289,3.7
15,1,29,25408,29289,2.4547
15,1,29,25408,29289,-1.8526
15,1,29,25408,29289,0.27769
15,1,29,25408,29289,-6.0375
15,1,29,25408,29289,-3.0369
15,1,29,25408,29289,-3.0692
15,1,29,25408,29289,-2.1723
15,1,29,25408,29289,3.8224
15,1,29,25408,29289,-2.0351
15,2,29,25408,29289,1.6225
15,2,29,25408,29289,-2.3501
15,2,29,25408,29289,1.6266
15,2,29,25408,29289,3.7981
15,2,29,25408,29289,2.3155
15,2,29,25408,29289,3.0601
15,2,29,25408,29289,4.0461
15,2,29,25408,29289,3.2243
15,2,29,25408,29289,-1.8217
15,2,29,25408,29289,-2.0167
15,2,29,25408,29289,2.3699
15,2,29,25408,29289,-3.3164
15,2,29,25408,29289,5.885
15,2,29,25408,29289,1.3657
15,2,29,25408,29289,2.8622
15,2,29,25408,29289,1.3987
15,2,29,25408,29289,-2.7342
15,2,29,25408,29289,-1.4816
15,2,29,25408,29289,-3.3286
15,2,29,25408,29289,-2.1215
15,2,29,25408,29289,-2.0489
15,2,29,25408,29289,-2.6385
15,2,29,25408,29289,1.472
15,2,29,25408,29289,6.6513
15,2,29,25408,29289,-3.3642
15,2,29,25408,29289,-2.4439
15,2,29,25408,29289,-2.4234
15,2,29,25408,29289,1.276
15,2,29,25408,29289,7.1179
15,2,29,25408,29289,1.9856
15,2,29,25408,29289,4.939
15,2,29,25408,29289,2.9885
15,2,29,25408,29289,2.5376
15,2,29,25408,29289,2.1097
15,2,29,25408,29289,-2.2849
15,2,29,25408,29289,-2.2135
15,2,29,25408,29289,3.2016
15,2,29,25408,29289,-2.8905
15,2,29,25408,29289,2.8917
15,2,29,25408,29289,-2.1718
15,2,29,25408,29289,-1.7014
15,2,29,25408,29289,6.5393
15,2,29,25408,29289,-2.2441
15,2,29,25408,29289,-2.1904
15,2,29,25408,29289,1.6959
15,2,29,25408,29289,2.6905
15,2,29,25408,29289,-2.6062
15,2,29,25408,29289,5.104
15,2,29,25408,29289,1.835
15,2,29,25408,29289,2.4885
15,2,29,25408,29289,5.0875
15,2,29,25408,29289,-1.984
15,2,29,25408,29289,-1.1589
15,2,29,25408,29289,-2.0821
15,2,29,25408,29289,4.7183
15,2,29,25408,29289,1.4258
15,2,29,25408,29289,4.2971
15,2,29,25408,29289,-2.3543
15,2,29,25408,29289,1.8662
15,2,29,25408,29289,1.8344
15,2,29,25408,29289,-2.6485
15,2,29,25408,29289,2.4698
15,2,29,25408,29289,6.1195
15,2,29,25408,29289,-1.6569
15,2,29,25408,29289,-2.0058
